,reviews
1187,"Very pleased to stay at this hotel on our first trip to Chicago.  It is near great shopping, sites of interest and wonderful restaurants.  You get great value for your money.  All rooms are suites and are well appointed.  It’s hard to find a bed that we find truly comfortable but we were delighted with the bed comfort in our room.  Not sure if all rooms have this feature, but we had windows that offered views in several directions. "
1188,"Omni Chicago The Good Beautiful Hotel located right near the Magnificent Mile.  The rooms were good size, very clean and the beds were comfortable. The staff was wonderful, especially the valet guys who were always there to help you with a friendly smile. I don’t think my hand ever touched a door handle. The moment I approached the door one of them was there opening it for me. Lots of great places to eat, drink or shop nearby. Parking is $72.00 a night.  So many things are close by and there is a great public transportation as well as Uber, Lyft and cabs, you really don’t need a car if your visit is to the city. Very impressive workout area, check out the garden boxes outside, chock full of leafy green vegetables, as well as the seating if you want to take in some sun on a nice"
1189,The hotel is beautiful with stunning views of the city located by all the shopping. The staff was beyond amazing! We had a couple of things broken in the room (toilet seat and light) that were fixed right away. 
1190,"We had a wonderful two night stay at the Omni.  The King Suite was very comfortable and the customer service was wonderful.  We really enjoyed breakfast.  I was partial to the french toast, while my husband enjoyed the light fluffly waffle made to order.  It is situated perfectly between attactions on Michigan Avenue (close to Neiman Marcus, Bloomingdales, Macy's, American Girl, etc.).  Would definitely stay again without hesitation."
1191,"The attention to detail coupled with the customer service makes this a fabulous experience!  The staff is superior, the late afternoon lemonade and tasty pastries were perfect on a hot Summer day. The pool and gym facilities were spotless. Room service was very quick and wonderful.  The bedding in my room was delicious and made it hard to get out of bed.  Omni Hotels never disappoint!"
1192,The location of the hotel was great! The rooms are very nice and spacious. Most of the staff was very friendly. For people wanting to stay by Michigan Ave I would definitely recommend this hotel. Especially for those that want spacious rooms.
1193,"The staff in the hotel were excellent from the moment we walked in the door to the moment we walked out. The restaurant is contemporary and the food was quite good. Room service was the same, and service was prompt and with a smile. We had a great room - a junior suite - on the 20th floor (Room 2002). The room is updated and in excellent condition. The only detractor is the room feels as though it is not insulated for sound at all. I have stayed in 10 other hotels in Chicago, and also traveled many times to other major cities (NYC, Washington DC, Atlanta, London, Paris, San Francisco, Seattle). Though we were on the 20th floor, the sound level from car horns, sirens, car radios, etc., would have made you think you were staying no higher than the 5th floor. Sadly, this was a big"
1194,"Upon arrival at the Omni Hotel Chicago with my wife and two friends, I was told the manager wanted to speak with me.  I had requested by telephone while en route to the hotel that my guest bag be prepared as a gift to the local firemen, as my friend's son is stationed a the local firehouse.  I assumed the manager had prepared a special gift for the local firemen, and was happy my request had been honored.  Much to my amazement, two ""managers"" pulled me to the corner of the reception area, and started by saying, ""If you're not happy here, we'll cancel your reservation, and  you don't have to stay here.""  WHAT?!?!?!  They proceeded to tell me that I had made a racial statement to the person who had spoken with me on the phone,  "" asked what they thought had happened, and they told"
1195,"The location is great in the magnificent mile,close  resturants ,supermarket and Chicago CTA Station. The Bad thing in this hotel. 1-Not luxury like Other Omni like in LA and Washington Dc. 2-No Spa in the hotel. 3-I am Member in Omni Hotel  and when I booked by expeida the send I will be Vip  customer.But,they did not give me free bottle of water  everyday or free drink or cake like other Omni hotels .Also,the Premium  is prepaid while suppose to be free.  The postive in this hotel : 1-Great view  from my view. 2-welcome and Freindly staff. 3-very clean Hotel. 4-qucik check in and check out. 5-Helpful  concierge. 6-cool room. 7-I had a parking included package .   I stayed 7 days  from 16-23 July  2019 and my room was 2518."
1196,"We stayed here two nights and enjoyed it.  The bellmen and front desk are nice and helpful.  We had a parking included package and that was nice.  The lobby is on the third floor and the only hangup is that you have to take an elevator to the third floor and transfer to the room level elevators.  Being OMNI gold we were given drink comps for any drink in the bar and that was a nice lagniappe.  We were in a corner king on the 18th floor and there were windows but behind the bed was a structure that kept us form being able to see Michigan Avenue, which was down bellow us.  The room had a safe and was a suite, which was nice.  There were TV's in both rooms.  I know that they had a pool and workout room on the 5th floor which were nice.The restaurant and bar are on the 4th floor and"
1197,"Very good service from all hotel staff.  Nice room at reasonable price. Convenient pool for kids since the it 3 foot deep everywhere.  However, bathroom issues required 2 calls to front desk which has been annoying."
1198,"No early check in, no perks, no hotel car, and no spa. Only the bell staff made this trip enjoyable-they were wonderful! Doorman is excellent, knowledgeable of area offerings, and very attentive. Offered me a bottle of water on arrival, as well as while waiting for ride."
1199,"Hmmm, I was excited to stay here while on a business trip. I stayed for 3 night. I had higher expectations but I was disappointed with the cleanliness of the rooms. The space and modern bathroom was the only plus. Otherwise, the rooms looked dated. The paint was chipped here and there. I found stains on the walls. A popcorn and plastic from candy wrapper on the floor that was there before I arrived. There was a brown stain on the toilet that I had to ask housekeeping to come clean 2x and it wasn’t thoroughly gone until my last day. Being pregnant, I didn’t want to be exposed to diarrhea or some sort of virus while using the bathroom. The housekeeper was nice but didn’t not totally get the stain out with her little spray bottle. Then she wiped the toilet down with a rag and"
1200,"A Grand Hotel in Chicago  Before October, I had never stayed at the Palmer House - a Hilton Hotel at 17 East Monroe St, between S Wabash and S State Streets, in Chicago’s Loop, but my wife had. She was there for meetings, several years ago, and had been unimpressed by the room, to which she was assigned, even being a Hilton HHonors Diamond member for over a decade. The tiny room stuck in her mind, so when she informed me that she had meetings there, I made sure to book a suite, even though we are now “Diamond for Life.”  We arrived from O’Hare, just as her first meeting was to begin, so I checked us in, and was offered a Diamond upgrade, and accepted that. We had Suite 20150, and it was quite nice, and spacious, though with a bit of an odd floor plan. My check-in was very"
1201,"The Palmer House is beautiful. It is a classic hotel and the longest continuously operating hotel in North America.  We almost didn't stay there based on reviews. It is old.  If you expect open, airy contemporary hotel, this is not for you. The rooms and bathrooms are smaller, but they are decorated in style. It is centrally located to theaters and restaurants.  We saw a play, went to dinner and then went to the hotel bar, Potter's, to welcome the new year  (they do not host a new year's party).  Even though the bar in the hotel didn't officially stay open past midnight, we stayed past 1am on New Year's eve and the staff continued to provide friendly service.  I would definitely stay there again."
1202,"The old world charm of Palmer drive, its central location and Hiltons tested customer service made this stay a perfect win! The building is showing some age in the rooms side, but the lively lobby and the great restaurant and breakfast (free for diamond members) is an amazing deal in Chicago city. Absolute value for money! "
1203,"Great location, beautiful hotel.  Every staff member we encountered was friendly and helpful.  The room was large and clean.  Check in and out was a breeze.  The location of the hotel is excellent, close to shops, restaurants, park."
1204,"We stayed at Palmer House close to Christmas .  It was a wonderful experience.  The very magnificent lobby was further enhanced by a huge, beautifully decorated Christmas tree.  The atmosphere in the lobby was celebratory with families and couples enjoying drinks and refreshments.  They accept dogs, so our little schnauzer was welcome as part of the family.  We had dinner in their restaurant, Lockwoods, which was not cheap, but convenient.  The room was not spectacular, but comfortable and the halls had portraits of all the entertainers who had preformed there over the years.  The hotel is within walking distance of many sights and the park.   While the stay was not cheap, it was a lovely experience and very memorable"
1205,"We stayed for two nights over St. Patrick's Day weekend. The city was very quiet, and the hotel was also. The staffer at registration booked us into a perfectly fine but pretty ordinary room. The chance came up to ask about a transfer to one of the more unique rooms -- there are many in this hotel -- and like that, it was done. Lobby bar was peaceful for a really pleasant winding down after long walks around the city and at the lake. I did not get the names of the people on staff who so professionally helped us switch rooms -- but if management happens to read this, they were working late morning on Saturday, March 16 -- and they made the difference between a four-star and a five-star review."
1206,"So don’t get me wrong the lobby and the interior of the ground floor is beautiful and definitely has the wow factor. But you don’t have to stay there to see or experience it!  We stayed here as part of my husbands 50th birthday and it was a big disappointment. Check in was a drag and a bit of a mess. When we eventually got up to our room, which was a trek to walk around and find on the floor, it was huge. Bed was huge, seating area, tv, walk in closet - but the bathroom was rather small compared. The shower was quiet pathetic and there was no side space to put anything in the bathroom. There was no coffee or tea making kits in the room either - which was shocking. I had very uncomfortable nights sleeps too, although bed was huge very lumpy. Also got woken up at 7.30am one"
1207,"This hotel was very clean and has a lot of character.  Location is great.  Amenities are great for the cost.  My room was near the train which I could hear as I fell asleep, but it didn't bother me.  Very comfortable, and friendly staff.  Highly recommend."
1208,"We were very pleasantly surprised by how stylish and old fashioned (in a good way)  the Palmer House seemed when we first walked in. Genuinely welcoming staff ushered us in and directed us to the check in desk and as the full splendour of the lobby ceiling rose up before us we were taken aback by the grand glamour of the place. Desk staff were professional and efficient, our room was well oppointed and the bed was a generous size and very comfortable. Linen, towels and bathrobes were all fresh and perfectly laundered. All in all we had a very pleasant stay and the hotel was how you imagine hotels used to be so we were very pleasantly surprised to find that some still are and at a very fair price."
1209,"This is a very long review, but I wanted to warn others because this is by far the worst hotel staff we’ve ever experienced. We should have listened to all of the negative reviews on TripAdvisor. The feeling of being in an upscale hotel ends the second that you talk to an employee. If you have any problems during your stay, DO NOT expect to have it taken care of without an attitude.   The employee attitudes started well before we even arrived at The Palmer House. We had reservations for the weekend before St. Patrick’s Day, which is normally a very busy weekend in Chicago, but with the outbreak of the Coronavirus the city postponed the parades and dyeing of the river. After this news, I called the hotel on Wednesday to see if they would be waiving the cancellation fee or"
1210,"Great building, the rooms are ok. The views are a bit limited, but great stay and very close to everything in downtown. The pool was closed, So we couldn’t try it. Great breakfast selection, but would be pricy if it wouldn’t be included. "
1211,We love this iconic Chicago hotel and have seen its transformation over the decades and applaud its success. The best way to start any evening is drinks in the palatial lobby area that atmosphere a festiveness and history is truly special. And our room was quiet - that truly matters! 
1212,"First problem was that I booked this hotel because according to Hilton's web site it had an executive lounge.  It does not they've closed the lounge.  So I guess the lounge is now a part of the hotel's long history.  What I can say about this hotel is it's located centrally, near to the L but the elegance ends after you walk through the beautiful lobby. No coffee maker or tea in the room, no. bottled water in the room, wall mounted shampoo pump makes you feel like you're in a Hilton Garden Inn not an historic Hilton property. Breakfast buffet was not good and no worth the money, though the service was good. A whole salad setup but only one communal bowl of dressing, no oil/vinegar, no fat free options. The cinnamon rolls were made out of concrete, looks like something that came"
1213,"The whole experience was beautiful and felt like the hotel had been plucked out of the 1920s and placed into the modern day. However, when I went to go connect to the guest's wifi and realized it would cost me 15 bucks a night, the magic faded very quickly. "
1214,"After staying here multiple, multiple times, The Palmer House remains a first class property based on the Chicago location, beauty of the hotel, the staff and overall comfort that Hilton provides.  We've taken other friends with us and they concur that The Palmer House is first class in every way."
1215,The Palmer House is a gem. Have been staying there for 20 years. It’s a short walk to the train station and close to everything so you don’t need a car. Very relaxing way to see a great American city.
1216,"I am a Hilton member and usually love the service you get at Hilton properties.  Unfortunately, this property did not meet that standard.  My main complaint revolves around the refrigerator. I have some items I would like to keep refrigerated.  There is a fridge in the room, but it is ONLY for the items they stocked.  Additionally, there are sensors under the items, so you cannot move them or you will be charged.  As a parent, I cannot imagine what it would be like having a kid here because of that.    Anyway, it has a note on the fridge that if you need to store items, call the front desk for assistance.  I contacted their help line, and I was told that they can bring up another fridge, but FOR A FEE of $40.  It seems kind of money-grabbing to me that you would have a fridge"
1217,"Just checked in an hour ago - and am dreading spending 3 nights here.  The room is OLD, very weirdly designed.  Two double beds, huge room, 2 sets of closets and 2 full bathrooms.  Sounds good - but to me it's just weird.  Dated carpeting, very dated bed linens.  Big traveler pet peeve - the desk is facing one wall - the TV is on the complete opposite wall so your back is to it.  Do they not test with business travelers who have to work in the evenings? Final huge compliant - the desk and related chair are so off from any ergonomic fit it's crazy.  I am a tall person, and am literally reaching UP to the keyboard to work on my lap top because the chair is so low.  I will not return and do not recommend it."
1218,"The lobby of this hotel is incredible but I would visit it and not stay here! The rooms are very small, the corridors noisy and no free WiFi! This is a relatively expensive hotel with absolutely no benefit if you intend to be out all day. "
1219,"Visited on a business trip and liked the convenient location in downtown Chicago that allowed for walking to my work location and Chicago attractions.  Also like to maintain my fitness routine when I travel, and loved the full scale gym on the property.   Also enjoyed getting discount on breakfast in the dinning room with HH Gold and Diamond access.  Also has a Starbucks located onsite.  Not sure if I would stay for personal travel, but would recommend for Business if you want a convenient/all access morning routine."
1220,"Well folks this property used to be my favorite hotel in Chicago.  It's sadly taken a severe hit in the last couple of months.  I'm a Hilton Diamond member and if my experience is poor, anyone with less status will likely be in the hurt locker!    I went from an amazing welcome upon arriving to ""ah you"" ...  Also generally a beautiful room to one that needs to be refurbished.  I fear that this is the path this property is going down and it breaks my heart.    They've also closed the executive lounge which was a great retreat for breakfast or afternoon tea.  The people in the lounge were first class.  Finally Diamond members or any members with status no longer get executive floor privilege without begging.   If I choose to stay again, I will update this review."
1221,Great location lovely lobby and bar ... rooms slightly dated but clean and comfortable. Initially put in a room next to lifts really noisy the whole of the night ! Asked to be moved and was helpful .... did actually say they are aware of the noisy rooms but still put people in them !!!
1222,"Palmer House offers consistent excellence.   This stately hotel is truly one of America's classic big city hotels offering great location, beautiful lobby and overall elegance.  Highly recommend for a couples getaway. "
1223,"Accommodations, staff and amenities were all fabulous!  Room was comfortable! Food was good, desserts were fantastic!  Beautiful lobby—cozy and with lots of character!  An iconic place for a great benefit gala!  We will return for sure!"
1224,"I stayed here for business, and probably would never come back. The only redeeming quality was that it's a Hilton property and I wanted points. I wasn't satisfied by the level of service (as such a big hotel, they are unable to provide adequate service). I wasn't given bottles of water upon check in, the doormen didn't open the doors or try to call me a cab when I had my luggage etc. I had to schlep everything to my room on my own. The rooms were also old, furniture also too old, and facilities not in good condition. Would not recommend."
1225,"I've stayed at the Palmer House over the years, and some things have been upgraded nicely.  The fitness center is a nice addition.  The staff is extremely helpful and friendly.  The location is also great."
1226,"Lobby is classic ornate masterpiece dating back a hundred years. The hotel rooms also appear to date back 100 years...maybe 50 years. Bathroom was nasty with caulk in shower and around toilet that looked like a 10 year old did the job. I dated the bathroom based on the shower knob, which is the same moen valve that was in my home growing up—1960’s edition. I paid for a king size bed, but room had a queen size bed. I noticed this after we got back to room after an event so it was too late to change.  There are so many beautiful hotels in the loop, I suggest staying at anyone of them. But come here for cocktail if you want to sit in a beautiful lobby."
1227,"A storied property and beautiful hotel.  Excellent staff, services, breakfasts and bar.  Wonderful room even if ""standard."" Close to museums, orchestra Hall. I took train to Chicago, easy transfer.  Concierge was very helpful."
1228,Stayed at Palmer House hotel in Chicago for CrimeCon crowd solve. Beautiful historic hotel. Conference rooms were good. Nice room. The restaurant in the hotel had great service and food. Excellent location for restaurants and shopping.
1229,"Very positive experience as a Hilton Diamond Honors member. The usual free water, and the staff member handling my checkin was assiduous in pointing out all of the amenities available to me at their property as a Diamond. Got a free room upgrade. Room was clean, linens were excellent, no particular signs of wear on furnishings or bathroom furniture. Wifi was fast. Some of these reviewers seem to have encountered worn elements in their rooms but I saw no sign of that myself. Great stay at a good price for a random trip to Chicago downtown with plenty of good places to eat in the immediate area."
1230,Wonderful hotel! Best location! everything is in walking distance and uber wasn't expensive! Tons of restaurants in the area many walking distance! Also very close to the loop and Michigan Ave! The hotel itself was beautiful! The staff was friendly! Many eating spots in the hotel and a starbucks which was very helpful!
1231,This hotel has a stunning lobby and wonderful history - a must see if you are downtown Chicago!  Be sure to get a brownie or two(developed by Palmer House) and check out the Empire Room before you check out.    
1232,"The bedding was superb and what I would expect from Hilton properties. The room was either too cold or too hot. I could not find a happy medium with the thermostat. Chips on beverage/snack cart in room were expired (did not realize until I had eaten several), but I was not charged for this. "
1233,"We stay at the Palmer House often when we travel to Chicago. Love the architecture & decor. This time something seemed off, nothing specific just less attention to detail & customer service. We decided to try a different hotel for our next visit."
1234,"I stayed here for a weekend during a conference I was at and overall my experience was a good one. The hotel is absolutely beautiful in the common areas and the location is great. Layout can be a bit confusing (hallways, separate elevators to different floors), but they have signs.  The rooms are all differently sized, but one thing was a constant - small bathrooms with poor fit and finish. I say this due to some peeling/bubbled wallpaper, shower with a poor drain and toilet that randomly would not flush. My room was clean for the most part, but I’ve seen better kept rooms in my experiences elsewhere.   Overall service was decent. The people in charge of bags were not very professional. Random side conversations in front of guests, unfriendly attitude and one got upset with me"
1235,"The Palmer House is historic and beautiful.  The rooms however are extremely small.  If you can't fit a queen sized bed in the room...it's small. No room for a fridge, but they can squeeze a minibar in.   would not stay at or recommend this hotel."
1236,"I had the best time at this hotel. The location was beyond perfect. I was given great food recommendations as well as fun events by Amira. She was extremely sweet and knowledgeable. Every question that I had she was able to give me her expertise. This is the most enjoyable time that I’ve had in a while! She also gave me a grand experience card. I have no doubt that I’ll be back again. Unfortunately, I was unable to purchase a package for vacation but after my experience with Amira and this hotel I certainly will buy one in the future.   I gave this only 4 stars because I stayed with a friend of mine and we saw mildew in the bathroom. Wasn’t properly cleaned. "
1237,"I have stayed at the Palmer House in the past and absolutely loved it. However, after my last trip I can honestly say I will not stay here again. I am a Hilton Honors Gold Member. This is the worst Hilton I stayed at. I’ve stayed at a lot of different hotels in Europe and US. Some were very old. But old doesn’t mean disgusting, like the Palmer House now is.  The lobby is still breathtaking. But once you go to the rooms, the hallways are not clean. There are candy wrappers and trash left everywhere. Not sure if the staff looks for this at all. Our original room had rips in the shade, missing hardware in the dresser, stain on the comforter, stained “clean” folded towels, veneers missing on furniture, stained ottoman, wallpaper peeling off, dirt and mold on bathroom tile and grout"
1238,This place is so horrible I can't believe they're charging people to stay here don't take my word for it look at the pictures. They have the nerve to have a mini bar. There's no exhaust in the bathroom I'm sure there is mold!
1239,"I stayed at Palmer House for President's weekend in Chicago. My first issue with the place was that they could not guarantee an early check in after a red eye. When I called in advance, I was given a curt response and then they hung up.  When I arrived, there was a room. This hotel is absolutely HUGE. Unless they are 100% sold out, which probably is never the case, they should be able to give you a room. My room was in the farthest corner of the hotel, the view was a brick wall that had no natural sunlight so the room had a dark, dank, feeling.  The hallways are large and wind around in a maze. The room was really basic, and seemed like an inefficient use of space.  The closet was a full walk in closet, and the bathroom was so tight, only one person could stand in it at a time. "
1240,Having previously stayed in the more modern Hyatt near the river we wanted to stay in somewhere with some character and it has bags of it. The main bar or lobby area is one of the most stunning rooms anywhere and we really enjoyed having a drink here before we went out for dinner on an evening. The location was great to get around and there were plenty of cafes nearby to sit and watch the world go by from. Inside the hotel they have various businesses including a Starbucks which was great to wake up and head down there for my morning coffee. Although the rooms weren’t my particular taste they were still very nice and getting there was easy there were more lifts than you know what to do with. Check in and out was easy too and they were very helpful especially giving us some idea
1241,This is my 3rd visit to this historic hotel and every time I learn more about the family namesake hotel.   This time I was visited for 4 nights.   As usual it was a great stay.   He lobby bar just is amazing looking and even more with who you can meet there. The food is also very good.
1242,"The Palmer House is always a great hotel, but also a tremendous bargain at $120 a night. We decided it was cheaper to fly, and not have to pay the $80 a night valet parking fee. Be sure to check the valet fees in advance!"
1243,"The customer service and attitudes of the entire staff at the Palmer House were amazing. I never felt rushed or that I was a burden to anyone. The gentleman that checked us in was very nice. He took the time to explain our upgrade and extra benefits. However, my biggest praise goes to Security. In an attempt to not lose my car key fob, I placed them in a drawer that I sadly forgot to check before we checked out. I realized halfway through the security checkpoint what I had done. I called the front desk who were very kind and not annoyed, who then put me through to Security. Despite the long hold they were able to locate my keys and said they could send them to me. I assumed that they were just saying that to make me feel better, but when I received my tracking number via email"
1244,"I am not one to complain. I’ve seen a lot in my life so I normally let things go easily however I must state my dissatisfaction for making my mom’s 62 b-day celebration a disappointment to me. My mom had a blast is the only reason I’m not downstairs in the lobby making a bigger fuss. So we checked in and all was great. I brought my mom in from Flint, MI for an escape. After realizing the rates dropped $60 per night from when I booked in Sept. I received no help in adjusting the rate - even as a Hilton Honors member. Aqsa Khan and Denise made bring management worthless. So I called the Hilton honors desk and as I knew they couldn’t assist because the reservation had already started and it was at the discretion of management on site to which I was consistently told they didn’t"
1245,The Palmer House is my second home. The best food and service at Lockwood. Top management team as well. I visit at least twice a week. From the door and bell staff until I stuff myself with chef Jason's creations and drown myself at the bar this is the place to be. Marty the bar mixologist is number one. Try room 23-120. Wet bar and a great view. Top security team and Ken Price can give you the history of the hotel. I am Kevin Majors and you can e mail me and I will reply. Kevinmajors@yahoo.com
1246,"The hotel is historic and iconic but could use some updating without compromising the nostalgia of it all.  Our room was large but lacked a refigerator.  If you want a coffee pot in your room, you will need to request one.  We stayed at the hotel for an event we were attending.  It was convenient to be on sight but the walls were very thin and our neighbors spoke loudly, not yelling or anything but we could hear everything they said very clearly and had to turn the tv on in an attempt to drown them out.  The beds were full size not queen and not as comfortable as you expect from a Hilton Hotel.  The staff we encountered were friendly and helpful.  The cost did not reflect the Hilton Quality.  For the price you should get a complimentary brownie, after all this is were it"
1247,"Chose 2 rooms for 2 nights @ Palmer House Hilton in the Chicago Loop. I’d have been happier at the Hampton Inn down the street. Here’s the bad, which far outweighs the good, a few redeeming virtues, and some photographic evidence.  THE BAD  LOUNGE ACCESS: What lounge? I chose this full-service Hilton to have executive lounge access. I was told at check-in that despite zero affirmation on the web site, the executive lounge is permanently closed due to overcrowding. There goes my free breakfast, cocktails, and a place to work quietly. Nothing on the web site or mobile site suggested that the lounge was closed.  THE ROOM: I had to ask for an upgrade to the executive-level floor; shouldn't a Diamond member be offered this? And what a disappointment: rooms are big, but less than"
1248,"This hotel has a wonderful history and a great location. You can tell that at some point in time, this was valued by the management. Now, it’s poorly run, overcrowded, and outmatched by nearly every other hotel in the area. Exposed hanging electrical outlets from the ceiling went unrepaired for more than 12 hours before someone came to look at the hazard. I literally had to walk around and under exposed electrical wires. What in hilton honors are they thinking.  Diamond status? = nothing. No exec lounge, no water, no coffee maker, have breakfast with everyone in the lobby, but be prepared to wait 30 minutes to be seated.  Valet apparently matched my room with someone else’s car, so I have been charged for their parking. We’ll see if I get refunded for that.  I have not as of"
1249,"It was fantastic seeing all the architecture and photographs of well-known stars and celebrities of yesteryear.  The dining experience in the restaurants on premises was phenomenal, and the staff was very kind."
1250,These dudes went above and beyond for sure. My wife and I stayed here after a bad car accident and these two were incredibly compassionate and courteous. Give these guys a raise for sure! Will return just bc of how pleasant they made our first unexpected stay.
1251,"This historic, iconic Chicago hotel remains stunningly beautiful, with its unique charm kept intact.  Love all the photos of the stars who played the Empire Room adorning the hallways. Hotel staff makes you feel special.  The location is great and it's very affordable."
1252,"This hotel was downtown Chicago placed in a nice area surrounded by shopping centers and what seemed to be a metro station for transportation. The hotel has a few restaurants inside and a Starbucks for your morning coffee. The rooms were very clean, comfortable and spacious. Overall enjoyable stay. "
1253,"This hotel looks like a hotel that would treat guests properly, be clean, and reasonable. It is not.   The reception desk is one level up from street level.  We were yelled by a hotel employee for starting up the escalator with our luggage.  Apparently, we had to use an elevator instead.   We tried to check in at 11:30 AM and the desk agent promptly informed us that there was a $25 early check-in charge before noon. (We are Hilton Honors members) We asked to check our bags---they send us back downstairs to do so.  There is no bell serverice where you need it--and the front desk could not care less.  The lobby looks nice, but the rest of the hotel is garbage.  The room had water damage that was pootly covered by paint.   We shipped a package to ourselves at the hotel.  The front"
1254,"Beautiful hotel in the Loop area of Chicago and close to many attractions. The room was spacious and very clean. The hotel is huge and requires a staff complement to support that number of guests. We found that attention to details was lacking and responses to our requests were delayed. The elevators were not operating properly and guests became frustrated with the amount of time spent waiting that we would jump on any elevator up or down to just get in. Finally, there was no final bill under the door. Instead, we had to go to the check-out desk and had no time to review the billing errors since we wasted so much time waiting for the elevator and then had to proceed to the airport.  "
1255,Staff was amazing.  Beds are very small (double)  bathroom definitely needed some updating.   The burger place was closed every time we tried to go. Location great.  Starbucks on-site.  Lots of stores close by.   
1256,The Palmer House - Chicago  There are three different parts of this experience of the Palmer House hotel in Chicago to share.  I initially booked this stay online for a weekend with my kids.  I chose a higher-end hotel because I was traveling with my kids and they like things like the pool and the spacious rooms.  I picked their standard room because it was during a weekend of nice weather which meant we would not be in the room a whole bunch.  Room 1  We checked into the Palmer House after an excessively long line and wait in the hotel lobby.  It took us about an hour to wait in the long snakey line set up just to check-in.  After we got to our room we had noticed right away black mold on the wall above the doorway and black mold in the bathroom.  I have a kid with asthma and
1257,I`ve stayed at The Palmer House many times.I did appreciate the upgrade to a King room. Usually I have a good experience at this hotel. I did not like that I had paid for a Stay and Park package only to see that I was charged $85 for parking. Had I not caught this I would have been stuck. I asked before arriving if I should just pull up to Valet in front of hotel. They said yes. Upon arriving I confirmed with valet it was stay and park. They acknowledged it was. So strange that I was really supposed to self park across the street for this package after all. Also I dont like people asking for tips ahead of time. Bag drop did that. I also did not like Hilton Grand Vacations chasing me to the elevator to throw sales pitch. 
1258,Went for a stay vacation at the Palmer House for 1 week Hotel is running on its 100 year old history Lack of security - anyone can walk into the hotel and go up to the rooms Overpriced even by Chicago standards Dogs are allowed and may keep you awake at night with their barking They did me
1259,"We are on 3rd day of stay at Palmer House. 2/3 days we have not had housekeeping services. None. I even called front desk - they said they would ""notify housekeeping"" - and nothing.  Asked if they could at least empty trash and bring towels. Nope. I certainly expect more from a Hilton."
1260,"We met our daughters and their families for a long weekend in Chicago.  We chose this Hilton property for its location, and the restaurant Potters located within.  We have stayed before and loved the Pub for a meal with kids.  We saw the pool was closed and were disappointed with that, but then got checked in and found Potters was closed for the weekend.  WTH.  So disappointed.  Instead went with 8 of us to Lockwood, the fancier restaurant the first night.  Crazy expensive.  Ok food.  Slow service.  Waiter forgot to take drink orders.  We only saw him once or twice our entire meal.  He did make sure to tack on 20% gratuity.  The rooms are soooooooo small.  Not sure what kind we had last time, but they were not this cramped and claustrophobic.  Also disappointing.  Still"
1261,"If you love grand, historical buildings and want a superb location for arts and culture in the Loop, I don't know how you could do better. To be sure, the rooms are a little on the old side but they have cool mirrors and other touches.  Walking through the glorious lobby a couple times a day can take you back to the glamour days of the 30's and 40's. Symphony is a block away, Millennium Park and the Art Institute are 2 blocks.  I felt completely comfortable as an older, single woman.  Wish the drinks in the lobby weren't so pricey. "
1262,"Palmer May have been a good hotel in the past but not is overpriced fo what the offer.  Definitely need some cleaning, remodeling and renovation!  Elevator very slow and for the most part didn’t stop at our floor.  The first room they gave us smelled so like bleach we had to change rooms.  Second room had old carpet broken mirror , clogged tub.... i can go on. There are pics of our room attached to this review. No room service in the evening ( guess they had it just few hrs a day)  Definitely will not stay at this hotel again. "
1263,"The lobby was stunning! Found the hotel room small and could feel that it is pretty old. Though renovated well, the size just doesn’t do justice.   The staff was courteous. I liked the veg burger I ordered from in-room dining. "
1264,"The hotel's lobby, ballroom, and restaurants are beautiful and worth coming in and of themselves. But just for a drink or some food. Like a lot of great old hotels in big American cities, the rooms just aren't designed for modern sensibilities or standards. They're quite small, especially the bathrooms where it feels quite like taking a shower in a closet. The windows aren't double-paned, as far as I can tell, meaning on cold winter nights you really have to crank the heat to stay comfortable. If your room is designed to be able to adjoin another room, you'll be able to see light from the other room in the dark and hear everything your neighbors are saying. The upside, if any, is at least the rooms aren't all that expensive. Expected more, though."
1265,"Palmer House is historic and iconic. Stunning lobby.   Visit for the lobby.  Hang out in the lobby.  Tiny rooms in this classic hotel.   Tiny beds in tiny rooms.   Decent WiFi, ok linens.   Good location and easy walking distance for art institute and cbic heatre"
1266,"I have stayed here many times, and this was another excellent stay. The lobby/bar area is beautiful. The location is right in the middle of downtown with plenty of restaurants within walking distance."
1267,"Upon arrival to the hotel we were checked in promptly and offered complimentary bottles of water but when we got to our room there was old room service on a tray in the hallway we dropped our bags and made a member of reception staff aware of the tray. The next day entering the hallway the tray was still there and when we spoke to a member of staff and explained it had now started to smell she suggested ""move it to the other end of the corridor yourself.""  Also during our stay our toilet broke and after reporting the problem, again, there was a delay in it being resolved which resulted in me having to have my hand in the top of the toilet. We were also told while the issue was happening with the toilet that we would have to use the ones at the gym 10 floors down.  As many other"
1268,"We stayed at Palmer House for 2 nights in January 2020.   From the moment the doorman greeted us to help with luggage to the housekeeping gentleman who smiled and asked us how our day was going, this staff are among the kindest, smiling staff we have ever encountered.  It really made such a difference at a time when out stay there was nerve racking!    We stayed in a King accessible room, which was different from our original reservation as a King Executive Suite (Our only hiccup, which I just wasn't in the head space to argue about).  It was a very spacious room, especially the bathroom and it suited our needs, since we were really only there to sleep!   I have able to make some last minute changes on my presentation and display, without it really being inconvenient.   The"
1269,"Downside: Make sure you bring your own coffee and tea facility as there is none in the room Upside: Friendly staff, value for money, good location, food in restaurants are good quality and delicious!!"
